track,album,lyrics
Alabama,Endless, yup duplex in new orleans east i was writing out everything dont tell nobody something is out and he told me sleeping on my back my body would wake up after me my brother fresh out the penitentiary the alcohol was stinging me my four cousins stayed with me stayed with us mom was in the shower my aunt in law come over to fuck so she get out in cut offs and a wife beater braless titties swinging she was seventeen and her name was we was cool after in air maxes fucked behind with road rashes lost the virgin on an air mattress tension rising feeling unnatural its what i will do just to show you that its special now what could i do to know you better than i do now what can i do to love you more than i do now what can i do to know you better what can i do to show my love what can i do to know you better what can i do what can i do 
Mine,Endless, how come the ecstasy always depresses me so how come the ecstasy always depresses me so how come the ecstasy always depresses me so how come the ecstasy always depresses me so how come the ecstasy always depresses me so how come the ecstasy always depresses me so how come the ecstasy always depresses me so 
U-N-I-T-Y,Endless, my hands fatigued and off the opus kept it underground i focus i feel afterlife 6 under oath dont want no hokus pokus niggas tryna go pop i draw contact with my facemask nothin but nothin but net is you roger or novak you still are no match you get no rematch boy you missed your moment perusing the moma im on on my lonely burst in tears on his shoulder and its so cold cause he sculptured wheres the shaman ayahuasca for atonement i never ever trust a prerolled i never ever let a random motherfucker shoot the broll never ask advice from him cause what could he know never fuck someone you wouldnt wanna be though it forever seems like times up we swerve in the honda forever seems like no time means time flies when you have some both nuts weigh two pounds all on your bitch like futons my crew saying her crew like niggas came through with the groupons hit them with the restock couple fries and cholula aint slowin down but you holdin down forever hold you down whoever propped you up built your structures with your system ruckus with ya who was fuckin with ya who was your brothers when you needed that seein that is like a hail mary on a fourth down hands to the sky yeah peace to the holy peace to the people that think they know me peace to moschino cover your ass your rectum showing peace to the boys that we used to be though geto boy north face too cold on these hoes peace out to willy b bushwick billy and face stay grillin in jesus name speakin his grace hands to the sky unity neptunes and peace signs chiraq palestine life hyper built 1995 youd think that was airstrikes on outside i put refugees in my villa play kids the fugeela all this atlanta order mcmansion and two apple pies i want the porsche a bugatti design silicon valley new venture is tits up how do i crop your new bitch out my vine signal lost pay phone that white light jackal el chapo defacto el nacho shell taco crunch crackle green emerald pink diamonds like apple jackles 
"Ambience 001: ""In A Certain Way""",Endless, in a certain way cause you are beautiful and you are young you deserve to have the best in life in a certain 
Commes Des Garcons,Endless, he came up in dallas had no hazel in his eyes had them sailors on his thighs when these ladies show him kept it faded on the side he was seeing someone he was dating on the side he was seeing double i was spending mula he was spending so much time it was getting cooler all this drillin got the dick feeling like a power tool feelin nigga house now thats a power move thats what i gotta do for real shine for real shine for real feelings come feelings go feelings come feelings go feelings come feelings go feelings come feelings go comme des garãons comme des garãons comme des comme des garãons comme des garãons comme des comme des garãons comme des garãons comme des garãons comme des garãons comme des garãons comme des 
"Ambience 002: ""Honeybaby""",Endless, c9s with the blue color if thats a lease least itll look cool on ya that shit when im on ya like holidays i get off on ya 
Wither,Endless, oh where the trees burn down place where the fields went down in flames you could put a hole in the ground oh seasons dance for rain it takes a mind to wander conscience to feel ashamed theres no place to hide out here these skies are filled with pain and both our hands are filthy pointing up at the moon girl tonight i hold you close close enough to prove hope a garden grows where we dance this afternoon hope our children walk by spring and flowers bloom hope theyll get to see my color know that ive enjoyed sunshine pray theyll get to see me me wither see me wither oh and i hope know that ive enjoyed the sunshine know that ive enjoyed the sunshine know it happens all all the time be be be you know it happens all all the time all the time be be be im gone be be be be 
Hublots,Endless, turn the mountain view find a place for a quiet one suburbia got a yard all this estate for my mind to run run i know youre in there somewhere cant wait some something you someone out there trying to love the one youre with tonight try to love the one youre with late at night sometimes it helps you dont have to be all by yourself in the morning light thisll all be over with i know youre in there somewhere cant outrun something you need its been so long feel what im sayin like 10 10 12 11 10 6 aight platinum 
In Here Somewhere,Endless, turn them out find a place for a quite one suburbia got a yard all this at stake for when im on the run run i know youre in there somewhere cant wait some something you somewhere out there some somewhere trying to love the trying to run the waiting you dont have to be all by yourself in the morning light thisll all all be over with i know youre in there somewhere cant outrun something you need its been so long 
Slide On Me,Endless, gotta rinse off here i cant see your diamonds i cant see so cloudy sometime in heaven you still behind like ancestor you god no muscles lil nigga wrong side of average now when you slide on me you slide on me you slide on for peace sign yeah yeah thats a free slide on me first times on me next time wont be ohh yeah yeah for your mentality you play ball you run 5 on 5 least three times a week glen park down the street waitin on you to tire retire with victory play so savagely always fighting with them you grew up with when you lose you dont cry but you lowkey sad to see if we cut like some champions youll redeem yourself youll sleep happily uhhaha smiling im still working while you dream pop i could never let a scene stop smilin on me i dont think they get the point pop they forgettin that its me akh akhi tell em i aint gone wallahi im just all day running numbers how the fuck you think i live too many heads waitin for my downfall theyre like somethings gotta give boys in the building give me updates like they know the weather if you aint in the streets you cant see the sky im out here i could see the sky and its paradise on the regular and when you slide on me you slide on me you slide on ohh slide yeah yeah now when you slide on me you slide on me first time on me ohh yeah yeah this is for when you change your mind and slide back this way this is for that night when set backs wont let that much fade guess you cant blame the ones you choose 
Sideways,Endless, lobster i was in all em i was in it 10k talkin midstros prime prime time on my life with ya puttin prime numbers up though on em 777 flights with ya take a shower with it gotta cleanse it keep the safety off in it and we finna have a minute outta wedlock i forgive it and forget it cause only god can forget it on this hotel livin might as well pay the mortgage what else billing sucked a dick long had a swan neck put some real swans in the pond then fell asleep in the foreign after the free show at the garden let the led row deal on em be the stage watchin from the audience let me sell the bigger sock next week on me on my badness when im up they gon hate when im sideways yeah i set me straight when im up they gon hate when im down they gon celebrate sittin sideways sideways nah its not too late oohhhhhhh ohhhhhhh yeah yeah yeah yeah 
Deathwish (ASR),Endless, this is a death wish the days of hopeless leave myself at the wraths of you at the mercy of you and i be needing my sleep need to catch you at the mercy of you you at the at the at the at the yeah at the at the at the the 
Rushes,Endless, gonna be somebody oh i follow oh and its so cloudy running showers and the mist so fly enough time to know nothing at all oh i see the lines theres two lines youll live a life anew tell me what you need from me gas money and i did what i needed to to be guided you cut your teeth on sheets in paris hope the waters deep enough weve been here before the first time is not the best time i aint felt this way in years first i was rushing full weight this time im waiting for the rush infatuations your rush help me up help me help me up help me up yeah do you keep pushing on em never let em stop what happens to be what happens to me upon his feet twin peaking highs and lows we shaded off in bygones we wasted here riding in my two wheels i love the way you make me feel me you and you and me yeah yeah yeah i be on ill wake up in a week wake me up in a week it dont matter it dont matter pipe it down it was a crowd quieting down i wont sit still i wont sit still friday gone too late its going against your head im getting used to it yeah youre going to get used to it i love the way you make me feel 
Rushes To,Endless, saturdays involved making our entrances into life outside weve been in this room too long recreation is keeping us self contained and aware of each others form still and in full strides just the same keeping us warm walking in straight lines talking in sleep at night coddled and pacified virgins of mother son who leave the son who leave having you around son who leave the son who leave having you around is what if we decide to live by choice all this time i knew that average was something to fall back on after genius ends i watch video only difference is its flat and behind wet faces slip my pants back on and rewind it back one more the tape stopped before i was back alone ill be back before the streets lights on before the daylights gone i was spoiled by lavish thoughts they dont compare no not at all and had this been the best i might not know what to do with us or were too sure were to give my words cant hold the backs of god were so sorry least we did us perfect perfect perfect love love love perfect perfect if you live by love and youre on somtimes its hard to tell you so oh may not be you know there was hearts loved ones oh keep self from me when im orchestrate im just a of what i see what dont you best our love youre the positive one feeling something if you goin in oh yeah oh in you gone oh when you often goin in goin in goin in 
Higgs,Endless, that aint really loud couldnt raise his voice cause the wave gone niggas sound like reggie already already nigga goin in fuck it pray to the pipe i slide deep inside not too deep not too shallow i might full at sight she shock full of my swipe like a capsule so tight with that substance you need start a family tonight big body murk led lights and its all overpriced the dollar been cheap than a bitch tuberose and two lips on the boxes you ripped from the holes in your skin hit the road and get rich or stay home and get broke its your choice in the end yeah they watching my fence like they next to my kin like they paid by the pope got some priests by the door frisk the dealers before they step into my glow oh my my get it get it 
Nikes,Blonde, special shoutout to the icon dynasty slipnslide records i got two versions i got two versions i got two versions these bitches want nikes they looking for a check tell em it aint likely said she need a ring like carmelo must be on that white like othello all you want is nikes but the real ones just like you just like me i dont play i dont make time but if you need dick i got you and i yam from the line but if youre in the party dont bring your shotty love everybody pour up for aap rip pimp c rip trayvon a nigga look just like me woo fuckin buzzin woo that my little cousin he got a little trade his girl keep the scales a little mermaid thats rule number one rule number two dont take no photos in the party we out by the pool some little mermaids me and them gel like twigs with them bangs now thats a real mermaid you been holding your breath weighted down punk madre punk papa he dont care for me but who cares for me and thats good enough we dont talk much or nothin but when we talkin about something we have good discussion i met his friends last week feels like theyre up to something thats good for us well let you guys prophesy well let you guys prophesy we gon see the future first well let you guys prophesy we gon see the future first living so the last night feels like a past life speaking of the dont know what got into people devil be possessin homies demons try to body jump why you think im in this bitch wearing a fucking yarmulke acid on me like the rain weed crumbles in the glitter rain glitter we laid out on this wet floor away turf no astro mesmerized how the strobes glow look at all the people feet dance i know that your nigga came with you but he aint with you the only human in this humid in these balmains i mean my balls sticking in my jeans we breathin pheremones amber rose sippin pinkgold lemonades feelin i may be younger but ill look after you were not in love but ill make love to you when youre not here ill save some for you im not him but ill mean something to you ill mean something to you ill mean something to you you got a roommate hell hear what we do its only awkward if youre fucking him too 
Ivy,Blonde, i thought that i was dreaming when you said you love me the start of nothing i had no chance to prepare i couldnt see you coming the start of nothing new i could hate you now its quite alright to hate me now when we both know that deep down the feeling still deep down is good if i could see through walls i could see youre faking if you could see my thoughts you would see our faces safe in my rental like an armored truck back then we didnt give a fuck back then i aint a kid no more well never be those kids again wed drive to syds had the x6 back then back then no matter what i did my waves wouldnt dip back then everything sucked back then we were friends i thought that i was dreaming when you said you love me the start of nothing i had no chance to prepare i couldnt see you coming the start of nothing new i could hate you now its quite alright to hate me now when we both know that deep down the feeling still deep down is good in the halls of your hotel arm around my shoulder so i could tell how much i meant to meant it sincere back then we had time to kill back then you aint a kid no more well never be those kids again its not the same ivys illegal dont you remember i broke your heart last week youll probably feel better by the weekend still remember had you going crazy screaming my name the feeling deep down is good i thought that i was dreaming when you said you love me the start of nothing had no chance to prepare couldnt see you coming and we started from nothing i could hate you now its alright to hate me now when we both know that deep down the feeling still deep down is good all the things i didnt mean to say i didnt mean to do there were things you didnt need to say did you mean to me too ive been dreaming of you dreaming of you ive been dreaming of you dreaming of you ive been dreaming dreaming 
Pink + White,Blonde, yeah yeah oh yeah yeah yeah thats the way everyday goes every time we have no control if the sky is pink and white if the ground is black and yellow its the same way you showed me nod my head dont close my eyes half way on a slow move its the same way you showed me if you could fly then youd feel south up norths getting cold soon the way it is were on land so im someone to hold true keep you cool in this good life wont let you down when its all ruined just the same way you showed me showed me you showed me love glory from above regard my dear its all downhill from here in the wake of a hurricane dark skin of a summer shade nose dive in the flood lines tall tower milk crates its the same way you showed me cannon ball off the porch side older kids trying off the roof just the same way you showed me if you could die and come back to life up for air from the swimming pool youd kneel down to the dry land kiss the earth that birthed you gave you tools just to stay alive and make it up when the sun is ruined thats the same way you showed me showed me you showed me love glory from above regard my dear its all downhill from here remember life remember how it was climb trees michael jackson it all ends here say what up to matthew to shoob say what up to danny say what up to life immortality bending up my nikes running out the melpomene nicotine stealing granny cigs gimme something sweet bitch i might like immortality this is life life immortality 
Be Yourself,Blonde, many college students have gone to college and gotten hooked on drugs marijuana and alcohol listen stop trying to be somebody else dont try to be someone else be yourself and know that thats good enough dont try to be someone else dont try to be like someone else dont try to act like someone else be yourself be secure with yourself rely and trust upon your own decisions on your own beliefs you understand the things that ive taught you not to drink alcohol not to use drugs dont use that cocaine or marijuana because that stuff is highly addictive when people become weedheads they become sluggish lazy stupid and unconcerned sluggish lazy stupid and unconcerned thats all marijuana does to you okay this is mom unless youre taking it under doctors umm control then its regulated do not smoke marijuana do not consume alcohol do not get in the car with someone who is inebriated this is mom call me bye 
Solo,Blonde, hand me a towel im dirty dancing by myself gone off tabs of that acid form me a circle watch my jagger might lose my jacket and hit a solo one time we too loud in public them police turned down the function now we outside and the timings perfect forgot to tell you gotta tell you how much i vibe with you and we dont gotta be solo now stay away from highways my eyes like them red lights right now i prefer yellow redbone so mellow fuck round be cutting you think we were better off solo i got that act right in the windy city that night no trees to blow through but blow me and i owe you two grams when the sun rise smoking good rolling solo solo solo solo solo ssolo solo ssolo solo its hell on earth and the citys on fire inhale inhale theres heaven theres a bull and a matador dueling in the sky inhale in hell theres heaven oh oh oh oh oh oh oh oh solo solo solo solo im skipping showers and switching socks sleeping good and long bones feeling dense as fuck wish a nigga would cross and catch a solo on time white leaf on my boxers green leaf turn to vapors for the low and that mean cheap cause aint shit free and i know it even love aint cause this nut cost that clinic killed my soul but you gotta hit the pussy raw though now your baby momma aint so vicious all she want is her picket fence and you protest and you picket sign but them courts wont side with you wont let you fly solo i wanted that act right in colorado that night i brought trees to blow through but its just me and no you stayed up til my phone died smoking big rolling solo its hell on earth and the citys on fire inhale inhale theres heaven theres a bull and a matador dueling in the sky inhale in hell theres heaven oh oh oh oh oh oh oh oh solo solo solo solo by myself solo solo solo solo solo solo solo solo 
Skyline To,Blonde, this is joy this is summer keep alive stay alive got your medal on were alone making sweet love takin time look guys jacksons thats a pretty fucking fast year flew by thats a pretty long third gear in this car glidin on the five the deer run across kill the headlights pretty fucking underneath moon light now pretty fucking sunrising sand comes a morning haunting us with the beams so it aint as far as it used to be it begins to blur we get older summers not as long as it used to be everyday counts like crazy wanna get soaked wanna film a tape on the speed boat we smell of californication strike a pose everything grows in the congo everything grows can you call when i call again on comes the evening both seeking ends peace in my hands worth twice than a friend and two limbs over shoulder carry the way because im stronger congo is damned in comes the morning in comes the morning 
Self Control,Blonde, pool side convo about your summer last night oh yeah about your summer last night aint give you no play mmm could i make it shine last night could i make it shine on it last night last night could we make it in do we have time ill be the boyfriend in your wet dreams tonight noses on a rail little virgin wears the white you cut your hair but you used to live a blonded life wish i was there wish wed grown up on the same advice and our time was right keep a place for me for me ill sleep between yall its nothing its nothing its nothing keep a place for me for me now and then you miss it sounds make you cry some nights you dance with tears in your eyes i came to visit cause you see me like a ufo thats like never cause i made you use your self control and you made me lose my self control my self control keep a place for me for me ill sleep between yall its nothing keep a place for me its nothing its nothing its nothing its nothing i i i know you gotta leave leave leave take down some summer time give up just tonight night night i i i know you got someone comin youre spitting game oh you got it i i i know you gotta leave leave leave take down some summer time give up just tonight night night i i i know you got someone comin youre spitting game oh you got it i i i know you gotta leave leave leave take down some summer time give up just tonight night night i i i know you got someone comin youre spitting game oh you got it 
Good Guy,Blonde, its a good guy he hooked it up said if i was in ny i should look you up i first time i done saw you you text nothing like you look heres to the gay bar you took me to its when i realized you talk too much more than i do i its highlights when i was convinced that it isnt much more its so not you i know you dont need me right now and to you its just a late night out this nigga all the bitches in the neighborhood wanna fuck you nigga he told me i used to fuck with all of em yeah i aint got bitches no more but now i dont care about bitches like that my nigga that shit jasmine fucking wrecked my heart i dont even know how to even feel about it 
Nights,Blonde, round the city round the clock everybody needs you no you cant make everybody equal although you got beaucoup family you dont even got nobody being honest with you breath till i evaporated my whole body see through transportation handmade and i know it better than most people i dont trust them anyways you cant break the law with them get some gushy have a calm night shooters killing left and right working through your worst night if i get my money right you know i wont need you and i tell you i hope the sack is full up im fuckin no im fucked up spend it when i get that i aint trying to keep you cant keep up a conversation cant nobody reach you why your eyes well up did you call me from a seance you are from a past life hope youre doing well bruh i been out here head first always like the head first signal coming in and out hope youre doing well bruh everybody needs you everybody needs you oooh nani nani this feel like a quaalude no sleep in my body aint no bitch in my body new beginnings ahh new beginnings wake up akh the suns going down time to start your day bruh cant keep being laid off know you need the money if you gon survive the every night shit the every day shit dropping baby off at home before my night shift you know i cant hear none of that spend the night shit kumbaya shit want to see nirvana dont want to die yeah wanna feel that na na though could you ride come by fuck with me after my shift know them boys wanna see me broke down and shit bummed out and shit stressed out and shit thats every day shit shut the fuck up i dont want your conversation rolling marijuana thats a cheap vacation my everyday shit every night shit my every day shit every night shit all my night been ready for you all my night been waiting on you all my night ill buzz you in just let me know when you outside all my night you been missing all my night still got some good nights memorized and the look backs getting me right every night fucks every day up every day patches the night up on god you should match it its that ko no white lighters til i fuck my 28th up in 1998 my family had that acura oh the legend kept at least six discs in the changer back when boswell and percy had it active couple bishops in the city building mansions all the reverends preaching self made millionaire status when we could only eat at shoneys on occasion after trina hit i had to transfer campus your apartment out in houstons where i waited stayin with you when i didnt have a address fuckin on you when i didnt own a mattress working on a way to make it outta texas every night droppin baby off at home before my night shift yeah you know i cant hear none of that spend the night shit that kumbaya shit want to see nirvana but dont want to die yet wanna feel that na na though could you come by fuck with me after my shift know them boys wanna see me broke down see me bummed out stressed out thats just everyday shit shut the fuck up i dont want your conversation rolling marijuana thats a cheap vacation my every day shit my every day shit my every day shit my every day shit my every day shit my every day shit my every day shit my every night shit 
Solo (Reprise),Blonde, aye aye so now im solo that i can see under the skirt of an ant solo that i dont get high no more when i geronimo i just go hit solo my cup is a rojo my cholo my friend solo that i can admit when i hear that another kid is shot by the popo it aint an event no more solo that no more high horses so hard to wear polo when i do i cut the pony off now theres a hole that once was a logo how fitting solo that i can give a fuck about what is trending tryna cut down on my spending regardless of winning instead of pretending and bending over backwards over half of these hoes had work done sayin they want something real from a man just saying it we being real persons i hate that its like this i feel for you ann i dont know what its like with a skirt on so pardon me if i am being insensitive but darling this only worsens solo my halo stay way low it feels like its bent solo that when they throw pussy on pesos i pay no attention to it solo that i am no rookie but feel like a kid lookin at the other kids with astonishment while im on punishment watchin the summer come close to an end after 20 years in im so naive i was under the impression that everyone wrote they own verses its comin back different and yea that shit hurts me im hummin and whistlin to those not deserving im stumbled and lift every word was i working just way too hard 
Pretty Sweet,Blonde, now to the edge ill race to the end ill make it all the risk ill take it head bang with my faux friends we pour a taste out for the dead this is the blood the body the life right now the height right now might be what i need might be what i need said you wanna hurt me now you cant hurt me now that might be what you need what it means to be alive on this side on this side on this side fuck the other side im on this side im on this side im on this side how it feels to have arrived im inside im inside those are my niggas for life mothers of us be kind to the fathers on whom we rely fathers of us be kind to the mothers on whom we rely ahhah ahhah ahhah ahhah ahhah ahhah ahhah ahhah we know youre sugar we know youre sweet like a sucka pretty sweet pretty sweet 
Facebook Story,Blonde, i was just telling that i got this girl before and i was together since 3 years and em i was not even cheating on her or what and facebook arrived and she wanted me to accept her on facebook and i dont want it because i was like in front of her and she told me like accept me on facebook it was virtual made no sense so i say im in front of you i dont need to accept you on facebook she started to be crazy she thoughts that because i didnt accept her she thought i was cheating she told me like uh its over and i cant believe it it is crazy because i like her im in front of you im every day here in your house thats like jealousy pure jealousy for nothing you know virtual thing 
Close To You,Blonde, i will be honest i wasnt devastated but you couldve held my hand through this baby in my mind i didnt need warned your ex i run my hands through whats left but were getting older baby how much longer baby why am i preaching to this choir to the saved kids just like mine versions of these belong to you after a while theyre keeping me close to you just like me they long to be close to you 
White Ferrari,Blonde, bad luck to talk on these rides mine on the road your dilated eyes watch the clouds float white ferrari had a good time sweet 16 how was i supposed to know anything i let you out at central i didnt care to state the plain kept my mouth closed were both so familiar white ferrari stick by me close by me you were fine you were fine here thats just a slow body you left when i forgot to speak so i text the speech lesser speeds texas speed yes basic takes its toll on me ventually ventually yes ah on me ventually ventually yes i care for you still and i will forever that was my part of the deal honest we got so familiar spending each day of the year white ferrari good times in this life life in this life life one too many years some tattooed eyelids on a facelift mind over matter is magic i do magic if you think about it itll be over in no time and thats life ooh oooh oooh ooh im sure were taller in another dimension you say were small and not worth the mention youre tired of movin your bodys achin we could vacay theres places to go clearly this isnt all that there is cant take whats been given but were so okay here were doing fine primal and naked you dream of walls that hold us imprisoned its just a skull least thats what they call it and were free to roam 
Seigfried,Blonde, the markings on your surface your speckled face flawed crystals hang from your ears i couldnt gauge your fears i cant relate to my peers id rather live outside id rather chip my pride than lose my mind out here maybe im a fool maybe i should move and settle two kids and a swimming pool im not brave im not brave im living over city and taking in the homeless sometimes been living in an idea an idea from another mans mind maybe im a fool to settle for a place with some nice views maybe i should move settle down two kids and a swimming pool im not brave id rather live outside id rather live outside id rather go to jail ive tried hell what would you recommend i do this is not my life its just a fond farewell to a friend its just a fond farewell to a friend this is not my life its just a fond farewell to a friend its not what im like its just a fond farewell speaking of nirvana it was there rare as the feathers on my dash from a phoenix there with my crooked teeth and companions sleeping yeah dreaming a thought that could dream about a thought that could think of the dreamer that thought that could think of dreaming and getting a glimmer of god i be dreaming a dream in a thought that could dream about a thought that could think about dreaming a dream where i can not where i can not less morose and more present dwell on my gifts for a second a moment one solar flare would consume so i nod spin this flammable paper on the films that my life high flights inhale the vapor exhale once and think twice eat some shrooms maybe have a good cry about you see some colors light hangglide off the moon id do anything for you id do anything for you id do anything for you id do anything for you id do anything for you anything for you id do anything for you anything for 
Godspeed,Blonde, i will always love you how i do let go of a prayer for ya just a sweet word the table is prepared for you wishing you godspeed glory there will be mountains you wont move still ill always be there for you how i do i let go of my claim on you its a free world you look down on where you came from sometimes but youll have this place to call home always this love will keep us still blinded of the eyes silence in the ears darkness of the mind until the time this love will keep people blinded of the eyes silence in the ears darkness of the mind till the time we die this love will keep us still blinded by the eyes silence in the ears darkness of the mind ohoh ohhh ill always love you until the time we die ohoh ohhh 
Futura Free,Blonde, if i was being honest id say long as i could fuck three times a day and not skip a meal im good i used to work on my feet for 7 dollars a hour call my momma like momma i aint making minimum wage momma im on momma im on now im making 400 600 800k momma to stand on my feet momma play these songs its therapy momma they paying me momma i should be paying them i should be paying yall honest to god im just a guy im not a god sometimes i feel like im a god but im not a god if i was i dont know which heaven would have me momma let me run this bitch im a run it into the ground momma the whole galaxy god damn fuck these lames they dont want none fuck these lames they dont want none fuck these niggas fuck these niggas they dont want none fuck these niggas fuck you niggas fuck me if i hated on you im a stick around im gon let my nuts hang nigga you got some just like me dont you or maybe not just like me you know im africano americano and even if youre half japanese roots run deep family tree throw a big shadow tech company please gimme immortality im going rapidly fading drastically or pulled the zip down wet your lips first lick the tip now smoke somen jamming to the rhythm its a face to face keep me high castrati poonani fade the stress bugatti left some stretch marks on that freeway they tryna find 2pac dont let em find 2pac he evade the press he escape the stress la da da da da la da da da da la da da da da ill keep quiet and let you run your phone bill up i know you love to talk i aint on your schedule i aint on no schedule i aint had me a job since 2009 i aint on no sales floor you say im changing on you i feel like selena they wanna murder a nigga murder me like selena you must aint get the memo i dont cut bitches no more but your bitch my exception come get her outta my four door i only got one four door remember when i had that lexus no our friendship dont go back that far tyler slept on my sofa yeah niggas go back that far i aint smoked all year this the last song so im finna wipe that off tolerance is so low still smoke a whole gar menage on my birthday tap out on the first stroke cause this aint no work day she dont give head anyway cause what niggas say thats what she tell her man what a difference distance makes niggas want fight in the streets now shit starting to make my head hurt jay hit me on the email said i oughta act my net worth dog this is chess now not fetch i aint runnin for a nigga aint ran since track meet thats the only time i ran from a nigga you could change this track now couldve changed this bitch a long time ago know and know know and know shout out to hollygrove im from that 7th though twins know and lance clark know and matt know shit went 180 on me please run that back though tucks til 24 you say some shit about me on god he grabbed me had this nigga like make sure you speak up okay whats your name frank yo aye be quiet whats your name what do you do whats your first memory the first word i learned to say or that i ever said whats the most amazing thing youve ever witnessed youre gonna do amazing out here control the world control the world hahaha hahaha alright what three superpowers do you wish you had they say they have to be flying super strength alright whats your name i wish i could sleep without being dead but sleep forever at the same time yo whats your stop stop stop being very very tall thats fucked up start over right now best thing about being me is that i keep a pretty clear mind most of the time being great i a lot probably too much talents got any secret talents i dont think so im pretty open in everything i do cause he doesnt have to do anything at all sits inside his house whats your name sage elsesser what do you do i play soccer and go to school i wanna be better at skating alright thats it ever ever thought about trying how far is a light year how far is a light year 
